Idade,Gênero,Renda_Mensal,Nu_de_E-mails_Enviados,Num_de_E-mails_Abertos,Tempo_no_Site_(min),Valor_Gasto
39,0,3697,2,1,29,451.21
44,1,2608,6,5,22,461.51
66,1,1490,2,1,50,537.88
30,0,1875,10,4,40,440.98
50,0,3333,5,5,21,491.95
51,0,4064,4,0,42,421.38
58,1,3399,10,9,11,363.86
52,1,4984,5,5,26,669.1
18,1,1973,2,2,57,422.6
38,0,1696,8,8,58,476.49
65,1,1634,8,0,39,442.32
23,1,4052,6,1,45,450.9
45,1,2701,3,0,48,495.97
34,1,3102,4,2,51,500.69
22,1,3832,1,0,14,343.93
48,0,2668,9,2,46,493.39
22,0,4370,10,1,22,365.32
55,0,2239,5,5,43,467.25
20,0,3695,8,4,40,477.65
40,1,4130,3,2,43,623.71
54,0,2239,4,3,18,420.1
54,0,4222,4,3,43,553.17
27,0,4797,8,7,10,505.09
27,1,3372,9,9,59,701.44
36,0,3377,3,0,37,364.25
34,1,3839,7,2,39,461.89
38,1,4253,9,0,42,519.79
31,1,2025,2,0,2,295.48
26,0,1974,4,2,15,220.63
63,1,3879,3,1,31,440.33
18,0,3511,8,0,37,385.11
68,0,3156,4,4,8,274.77
62,0,4278,9,3,40,515.15
30,1,4992,1,1,37,525.25
21,1,3217,1,0,4,280.33
18,0,3380,4,1,0,266.21
66,1,3664,3,1,34,579.91
57,1,4460,3,3,34,528.03
49,1,2142,10,10,11,391.51
51,0,1668,2,0,35,364.22
45,1,1596,10,9,20,396.69
48,1,3604,10,8,47,627.74
25,0,3443,2,0,42,346.01
56,1,3125,8,0,7,295.61
43,0,4497,1,0,26,420.7
51,1,1657,8,1,8,130.19
20,1,3646,10,5,27,489.33
67,1,4820,3,0,29,501.37
29,1,4742,2,1,13,454.44
18,1,2277,9,6,22,399.8
61,1,3499,5,1,28,469.77
22,0,2012,5,4,25,359.63
47,1,2373,6,1,21,414.81
47,1,2853,4,0,14,341.2
34,1,4445,7,7,50,639.16
65,0,4834,7,0,8,466.56
64,0,3468,9,5,25,488.0
40,0,3809,6,2,16,422.68
32,1,3543,1,0,8,211.7
54,1,1944,9,5,2,320.12
38,0,2400,10,6,56,457.13
31,0,3454,9,2,15,328.41
19,0,1769,5,3,12,252.14
28,1,1789,7,0,25,407.41
68,0,3631,1,0,16,350.64
56,1,2460,4,1,31,423.71
55,1,1804,10,10,23,460.42
51,1,2538,4,2,53,515.17
55,0,2113,5,5,56,594.58
67,1,4719,6,6,35,651.45
51,0,2845,4,0,59,545.35
35,0,4008,6,3,52,591.41
47,0,2195,10,0,21,305.16
32,0,3240,7,0,59,480.12
44,1,3791,3,1,8,374.4
68,1,4253,9,1,21,470.84
51,1,4108,8,0,40,562.8
69,1,2394,1,0,49,602.55
55,0,4512,2,1,45,511.85
50,0,4002,2,0,19,318.48
41,0,2454,10,6,2,277.16
32,0,2583,9,6,35,389.76
47,1,4954,9,1,32,563.29
59,0,3950,9,3,17,446.52
68,1,3742,1,1,35,450.92
34,0,2273,7,6,9,321.14
22,0,3288,3,0,35,324.92
46,0,3247,9,0,20,353.23
21,0,3110,8,1,24,294.53
27,1,1524,3,1,48,402.6
34,1,4938,1,1,39,654.6
27,1,3097,9,3,50,554.81
34,1,4813,10,6,8,503.88
37,0,4738,1,0,47,553.45
41,0,3034,3,1,26,404.7
22,1,2834,6,4,55,571.57
51,1,2273,6,3,55,583.37
23,0,4069,10,1,56,594.81
19,0,3344,4,3,14,313.03
30,1,1919,2,1,51,585.21
60,1,3079,10,7,31,596.98
60,1,1877,6,4,47,481.87
65,0,4283,10,0,59,630.32
28,1,4890,5,4,52,670.35
68,1,4068,6,0,43,606.62
64,1,2533,7,6,54,668.99
40,1,1701,9,5,49,549.9
33,1,4327,7,6,38,514.37
48,0,3174,4,4,15,433.75
28,1,4639,10,8,27,528.11
33,0,4241,5,2,50,518.25
25,1,3621,6,2,5,296.09
21,1,4083,9,6,5,421.58
57,1,3278,5,5,37,549.55
21,0,2128,5,4,57,440.22
42,0,4580,7,4,46,561.8
20,0,2812,2,0,1,95.87
49,1,1978,3,0,40,404.79
20,1,2885,2,2,39,387.27
44,0,2405,10,10,6,324.79
46,0,2552,10,3,26,412.81
49,1,3399,2,1,27,490.64
67,0,4989,3,0,59,741.29
68,1,4672,6,2,15,566.3
36,0,4959,5,0,46,523.52
38,0,4806,5,2,8,377.25
22,0,4055,2,2,51,520.12
35,1,3405,2,1,14,262.7
45,1,4663,1,0,33,477.29
59,0,3221,3,0,19,365.69
39,1,2616,7,0,13,315.16
38,1,2370,5,0,59,565.12
23,1,3128,7,3,57,590.58
18,1,2424,9,6,10,228.67
22,0,3230,6,3,29,406.43
58,1,2722,2,1,2,331.03
29,1,1886,1,0,1,238.47
43,0,2029,1,0,49,485.79
63,1,2052,10,1,13,346.46
51,1,3721,9,4,55,715.33
66,1,1573,6,6,28,416.18
31,0,4970,6,4,4,323.21
43,0,3415,4,1,43,503.19
62,1,3394,2,2,45,570.26
44,1,3640,10,4,5,398.08
26,0,2136,3,3,7,323.45
43,0,1880,3,3,38,419.67
64,0,3221,8,5,38,539.66
39,1,1432,6,6,43,431.14
64,1,4758,7,4,28,510.9
47,0,1671,9,1,38,373.92
60,1,4816,1,1,43,689.14
65,1,3925,2,1,26,500.1
34,1,2551,9,1,15,350.62
43,1,2848,5,4,26,519.72
53,1,1948,4,4,38,553.48
18,1,2363,1,1,39,430.59
25,1,4225,9,6,0,379.76
66,0,4418,9,0,44,496.97
52,0,3391,4,0,50,492.04
69,0,3252,9,5,32,496.56
32,0,3268,10,6,55,519.78
64,0,4393,1,1,49,615.07
39,0,2262,5,4,38,516.68
31,0,3383,1,0,53,572.04
43,0,2692,4,3,26,392.79
45,0,2603,5,1,16,349.12
40,1,1944,3,3,59,515.77
31,1,3474,2,2,14,448.9
41,0,3509,6,3,21,314.35
19,1,4458,3,3,56,666.54
62,1,1715,10,2,18,394.53
43,0,4970,1,0,27,431.71
31,0,1827,5,5,22,302.91
68,0,1716,2,0,35,340.09
24,1,3655,2,2,48,486.17
20,1,2224,4,4,38,351.65
64,0,4259,4,4,47,654.33
40,1,3847,4,3,48,652.62
63,1,4216,7,4,58,608.71
60,1,3396,1,1,19,536.72
64,0,3914,8,6,46,613.1
62,1,2124,10,2,8,354.69
35,1,4164,9,3,52,544.58
55,1,4307,10,10,22,651.39
52,1,3093,6,3,44,568.66
68,1,2745,4,4,6,450.19
32,1,4610,6,6,30,615.54
42,1,1586,10,3,59,605.04
54,0,4617,7,5,50,606.44
45,0,2501,6,3,10,284.65
27,1,2828,1,1,39,419.81
56,0,3399,5,3,16,436.7
34,1,4848,8,1,35,562.04
56,1,3738,8,2,25,547.36
39,1,2169,10,9,35,557.09
43,0,3822,9,6,17,335.74
61,1,3184,4,2,53,683.74
42,1,1582,10,2,30,430.64
34,0,2486,6,4,48,453.84
30,0,2763,7,5,34,435.64
37,1,2076,5,3,40,451.62
42,0,2003,8,5,27,399.95
21,0,4390,3,0,25,367.93
27,1,2580,8,5,5,331.95
20,1,3733,5,3,33,475.02
58,1,4638,1,0,27,511.29
62,0,3967,6,6,43,606.86
35,0,3822,2,1,46,636.42
64,0,2760,7,5,8,321.72
53,1,2259,9,2,28,416.45
64,0,4114,3,1,33,475.29
39,0,3757,10,1,11,302.69
51,1,1905,4,1,15,373.04
64,1,1957,4,4,6,381.64
25,1,3763,4,4,30,477.86
57,0,2902,3,3,32,500.41
66,1,2315,5,0,52,597.42
61,0,3698,9,8,6,408.78
36,0,4109,8,3,2,240.76
59,1,2952,10,1,19,462.09
58,1,2295,2,0,4,309.23
54,1,4659,9,4,2,442.06
23,1,3869,10,1,46,506.15
69,1,4185,2,2,37,639.48
43,0,4847,7,2,14,435.77
51,0,4506,5,5,34,535.46
62,0,3777,7,7,55,596.58
23,1,3984,5,3,22,488.6
54,0,2316,6,3,32,444.05
50,1,4759,8,4,1,445.72
39,1,4483,1,0,35,394.31
38,0,2031,1,0,20,275.66
23,0,2364,5,2,13,237.14
23,1,4712,1,0,13,365.68
65,0,4591,3,0,58,687.26
21,1,4260,10,10,41,645.74
47,0,4375,9,1,10,394.59
28,0,4659,7,6,3,415.84
47,0,1731,6,6,46,419.44
48,0,4769,8,7,51,636.77
41,0,2287,8,2,29,365.09
26,1,3788,6,2,56,560.3
20,0,3312,4,3,35,446.96
68,0,2164,4,4,19,353.09
48,0,4116,4,2,51,641.72
57,1,2791,6,1,15,341.99
54,1,2449,1,1,33,562.05
53,1,4758,2,2,44,735.36
41,1,1482,6,1,7,246.36
48,1,4286,1,1,44,647.61
23,0,4678,9,8,19,434.88
19,0,4324,6,2,20,424.86
37,0,3247,7,6,39,482.55
45,1,4387,1,0,29,440.08
28,1,2958,8,6,35,312.26
21,0,1517,5,5,4,174.41
32,1,2181,5,2,20,357.0
23,1,3421,6,3,37,548.57
66,1,4352,7,2,22,531.43
47,0,3655,7,2,18,436.9
55,0,3604,5,2,9,332.5
68,1,2785,1,0,26,438.39
19,1,4907,9,2,34,576.05
32,1,3930,6,4,12,287.27
28,1,3121,9,5,8,352.7
25,0,1627,4,4,16,231.35
43,1,2528,2,2,30,500.43
68,0,1671,3,2,41,418.14
62,0,2345,4,4,43,522.08
61,0,1986,10,2,44,507.38
22,1,2976,8,5,23,333.17
23,0,3222,3,2,41,425.13
43,0,1696,8,7,50,469.22
21,1,3943,6,1,52,606.46
36,1,3366,4,2,18,434.05
37,1,3831,7,3,57,618.89
50,0,1481,5,4,48,401.68
37,1,1790,5,5,57,600.41
66,0,2714,9,4,29,449.32
29,0,3761,3,0,4,185.13
64,1,1666,10,9,7,309.68
18,0,3119,4,1,36,403.83
43,0,4403,5,2,46,492.36
31,0,2103,1,0,35,435.13
55,0,2699,7,3,24,348.1
54,1,2245,8,1,44,500.23
28,0,4176,6,2,48,532.76
53,1,3883,9,7,4,403.68
30,0,3672,3,1,32,301.61
60,0,3447,2,1,21,416.89
20,1,3379,5,5,46,501.29
50,0,1511,9,6,41,446.38
23,0,3264,1,1,24,333.08
67,0,4595,1,0,42,586.91
27,0,3767,10,3,49,595.44
22,0,4137,3,3,28,393.54
40,0,3934,10,2,44,493.26
27,1,2983,3,1,51,434.86
61,1,1523,5,4,55,553.39
19,1,4570,4,2,29,501.99
30,0,1594,6,0,47,350.53
57,0,4056,8,4,50,627.62
19,0,1576,8,2,29,272.92
37,1,4274,4,0,54,542.59
18,0,3549,1,0,43,444.05
54,1,3435,7,4,54,629.46
26,0,1866,6,4,45,416.44
34,0,3697,5,1,30,384.5
26,0,3434,4,3,33,385.93
28,1,3993,6,2,27,468.52
32,0,2138,8,0,9,204.37
41,1,3517,6,6,3,469.06
55,0,1953,3,0,32,407.59
52,0,3349,9,2,55,593.7
47,1,2433,3,3,57,571.78
48,0,4077,4,2,57,503.55
66,0,3861,5,3,56,594.67
22,0,4465,2,2,16,334.89
61,0,2253,10,1,10,280.9
67,1,3114,10,2,6,388.03
31,1,3101,2,2,16,399.85
28,0,4298,6,5,27,469.56
26,0,1930,2,1,16,296.46
51,1,1608,10,4,40,456.8
29,0,3505,1,1,9,301.11
52,1,3989,8,0,25,495.64
52,0,2832,10,2,5,302.89
18,1,3100,10,1,16,395.09
57,1,2411,1,1,15,409.74
39,1,4235,10,10,38,563.78
46,1,3533,6,3,50,592.93
25,0,4899,1,0,25,419.25
28,0,3049,8,4,3,371.03
58,1,3794,5,4,19,474.21
54,1,3282,3,2,55,567.98
31,1,2044,5,3,48,506.12
47,1,4147,1,1,55,661.2
52,0,1986,1,0,40,399.61
38,1,3755,4,3,10,382.74
54,1,2519,9,5,22,491.4
22,1,2450,9,9,32,423.82
36,1,3302,1,1,30,430.05
31,1,4617,3,3,6,376.74
43,1,1889,4,1,21,400.14
21,1,4092,2,1,4,340.87
42,0,3778,7,5,36,449.65
62,1,4875,3,1,0,379.52
59,1,3938,1,0,5,483.57
42,1,3827,1,0,44,599.51
35,0,1778,3,1,46,440.98
57,0,4771,6,1,3,378.16
25,0,3248,4,4,29,472.82
56,1,3837,1,0,29,443.68
57,1,3127,7,5,16,488.0
31,1,3922,2,2,59,600.94
49,0,3029,5,1,55,522.01
68,1,1424,8,8,23,488.49
55,0,1947,7,1,30,360.17
50,0,4651,8,6,27,505.82
40,0,3729,10,2,44,481.69
32,0,4553,6,6,42,462.33
50,0,4801,7,3,3,423.21
42,1,1787,9,5,38,413.02
34,1,4572,6,4,18,569.52
50,0,3136,9,5,23,407.42
64,1,1668,2,1,6,366.87
19,1,3676,2,2,45,426.35
31,0,1861,2,1,52,461.62
57,0,2305,6,0,47,513.68
57,1,4624,2,1,52,730.38
68,1,2596,3,1,8,289.4
56,1,3491,8,0,21,406.41
68,1,3259,8,4,53,682.78
23,0,4635,4,1,1,300.17
23,1,2695,9,3,26,405.42
20,0,4762,8,3,15,365.09
24,0,2720,1,0,4,281.54
68,1,2021,8,6,11,532.47
25,1,2328,1,0,51,476.6
59,1,4001,4,0,25,515.72
69,0,3037,10,2,14,382.66
32,0,1559,6,5,2,266.15
64,0,2067,7,1,8,322.81
46,0,3526,10,4,58,544.98
50,1,4029,4,3,27,485.81
69,0,3228,8,8,38,518.94
47,0,2714,8,8,35,619.44
56,1,4207,9,0,24,524.12
44,0,1854,6,6,40,410.92
53,0,4356,4,1,27,435.02
46,1,1810,2,0,46,502.76
55,0,2563,7,4,54,593.4
50,0,4820,10,0,20,480.91
54,0,3941,3,3,28,453.77
44,0,4407,3,0,24,443.64
50,1,3645,3,1,29,492.8
21,0,3628,4,1,38,376.59
39,1,3119,2,2,56,537.63
19,0,4743,5,4,10,385.75
27,1,3399,3,1,18,383.77
22,1,3082,10,6,10,385.77
27,1,2993,5,0,24,413.2
50,0,1918,7,6,0,330.87
55,0,3980,9,2,31,445.2
30,0,4954,2,0,20,439.21
48,1,1572,9,9,44,572.06
64,0,4772,10,4,12,450.99
53,0,1751,6,6,33,424.64
62,0,4985,6,6,16,498.92
41,0,4589,3,1,50,676.88
69,1,3237,10,6,54,685.09
32,1,2910,9,6,46,572.08
46,0,3035,4,4,18,360.55
25,0,2898,5,4,9,255.92
22,0,2918,3,3,41,359.8
46,1,4163,5,5,58,745.14
64,0,2588,8,3,8,365.82
21,1,2234,8,4,50,478.65
29,1,2196,8,8,10,302.78
62,0,4632,6,5,37,599.6
19,0,4671,1,0,30,396.67
44,0,1542,10,5,1,209.0
48,1,2887,6,0,23,342.17
68,1,3975,10,3,41,630.6
68,0,4974,7,3,46,656.55
53,1,2911,9,6,4,436.29
53,0,4746,8,4,49,620.76
43,0,4942,8,3,29,491.42
60,1,3995,7,3,38,511.91
44,1,4200,2,2,34,593.05
22,1,2192,1,0,52,508.24
37,1,3119,2,0,58,571.39
28,0,3181,6,6,56,488.59
27,0,2730,2,0,47,364.77
57,0,3350,10,1,16,344.14
55,1,2870,4,1,30,511.76
23,0,4758,10,1,1,313.42
25,1,4047,3,0,15,302.68
40,1,4791,6,4,20,529.76
64,1,4185,8,2,29,510.29
43,0,4402,6,4,51,574.99
63,1,4456,2,1,0,457.39
60,1,1787,5,5,13,412.63
29,1,4641,6,3,15,499.7
43,1,3663,9,9,54,677.99
30,1,4448,6,2,8,436.55
57,1,2072,10,3,48,508.29
35,1,3534,5,5,7,368.82
42,1,2815,1,0,8,298.44
50,1,2152,10,8,33,503.79
64,1,1715,5,1,44,429.43
57,1,2497,5,5,32,487.6
60,1,4029,6,5,21,599.03
29,0,2197,7,6,29,318.22
61,0,4591,4,1,6,325.08
53,1,2622,7,2,17,329.67
65,1,4446,5,2,20,655.39
21,1,1640,6,5,4,267.24
22,0,4531,4,1,6,297.04
54,0,3266,8,3,11,359.72
25,0,1679,9,0,58,435.33
59,1,4186,2,0,16,425.28
66,1,4261,4,2,57,674.19
45,1,1665,8,7,23,400.37
48,1,4416,8,3,36,540.56
26,0,2281,9,0,43,361.2
68,1,3546,3,3,18,500.95
46,0,2616,1,1,44,402.94
31,0,2460,9,5,15,440.5
57,1,4871,1,0,24,565.21
58,0,3681,3,3,26,396.55
39,0,2401,3,1,50,334.15
28,0,1808,9,9,54,472.02
40,0,2349,1,1,41,446.67
18,1,3970,7,0,43,524.02
63,1,4020,2,2,6,421.46
54,0,4305,7,1,45,528.18
38,1,1851,1,1,41,388.34
43,0,4658,10,2,59,613.77
63,1,3339,10,1,7,337.33
53,1,3770,8,3,14,424.56
40,1,3419,10,1,57,662.5
18,1,4757,10,10,15,460.29
68,1,1446,2,0,7,323.84
57,0,3676,3,0,35,510.97
32,1,2132,8,3,31,351.62
38,0,4475,3,1,16,347.58
64,0,4891,1,1,35,611.0
26,1,1930,9,6,21,317.21
26,0,1680,8,1,31,298.13
27,1,2049,4,1,57,603.45
69,0,3934,8,7,10,503.69
43,0,2760,5,4,44,488.26
58,1,2791,3,0,5,372.59
52,1,1501,1,0,21,331.25
69,1,2477,10,4,13,467.76
42,1,2800,5,4,27,346.69
43,0,3106,6,3,38,454.34
28,1,4685,4,0,11,290.93
55,0,2801,7,5,26,438.12
19,0,4441,3,0,0,248.24
24,0,3747,7,7,9,418.39
35,0,1892,1,1,32,370.19
44,0,4096,7,1,15,351.5
51,0,1912,1,0,38,367.29
44,1,3073,1,0,59,605.68
34,0,3511,2,1,51,479.92
60,0,1514,2,2,5,239.08
61,0,4844,4,3,53,725.03
68,1,2859,1,1,24,417.49
41,1,4158,4,3,49,592.52
42,0,4688,2,1,19,408.03
24,1,4497,4,2,35,675.75
69,0,3375,4,4,22,487.16
23,1,3051,9,4,15,420.15
41,0,3929,9,1,0,326.86
50,1,4949,1,0,52,699.22
66,1,2739,5,1,29,497.63
46,1,3886,7,2,26,504.56
60,0,3091,4,1,51,467.01
39,0,3569,5,0,1,279.34
43,0,3000,2,2,47,485.58
45,1,3974,3,0,20,465.97
67,1,1479,7,2,8,314.41
38,0,4729,10,3,46,610.61
66,1,3848,7,2,23,556.4
24,0,3085,4,3,47,321.64
34,0,1719,1,1,40,342.26
37,0,2787,1,1,38,320.48
58,0,3234,4,0,41,494.65
66,1,2501,4,2,6,342.01
37,1,1871,6,5,29,480.34
39,1,3806,7,6,44,608.66
45,0,3784,9,8,1,339.92
57,1,2078,9,9,11,459.83
66,0,3034,10,9,12,417.79
24,0,2468,5,1,2,166.5
18,0,1479,10,5,42,389.63
49,0,3646,3,1,57,655.95
30,0,3651,3,3,39,510.23
47,0,2648,6,1,42,474.75
40,1,3035,1,0,17,504.3
68,1,3887,7,5,38,583.73
36,1,2786,3,2,43,458.56
49,1,4591,5,2,5,429.83
47,0,4723,7,5,59,750.9
46,0,3675,7,2,41,453.67
66,1,1588,9,7,51,674.13
62,1,3000,1,1,26,392.04
46,1,2765,3,3,14,374.19
47,1,4020,9,3,51,638.67
33,1,4340,8,4,14,398.87
57,1,2037,2,1,18,334.79
36,1,4933,8,6,37,653.48
35,1,4066,8,5,50,695.38
18,0,4930,2,2,46,426.77
31,0,1590,8,8,56,510.51
68,0,1806,3,3,19,345.63
64,0,2580,7,1,19,367.37
67,1,2287,9,0,17,367.51
19,0,2373,4,0,33,257.13
45,1,1609,6,6,38,547.56
66,0,2380,9,3,36,518.97
67,1,4567,5,1,34,587.15
47,1,2080,1,1,37,418.58
55,0,4568,3,3,37,522.93
68,0,3916,9,6,0,262.52
21,1,4959,3,3,50,637.64
18,1,2688,10,1,11,324.42
25,1,3322,2,0,4,293.0
46,0,1483,4,0,58,451.83
56,0,1634,5,5,26,380.37
20,1,3735,7,1,38,434.09
49,0,2681,7,0,19,302.07
27,1,2776,9,3,59,559.48
27,0,4032,8,4,39,525.43
36,0,2335,2,0,18,347.69
63,0,1882,8,4,37,433.64
51,0,3913,8,2,14,335.41
50,0,4428,5,4,5,388.18
40,1,3466,3,3,8,473.87
45,1,1599,9,4,35,387.06
49,0,3463,7,6,47,610.44
67,1,3080,1,0,22,514.8
24,1,4366,8,7,9,413.3
46,0,2560,10,7,0,254.96
25,1,4498,5,2,10,423.65
18,0,2371,6,4,48,452.21
20,1,3984,9,3,49,598.94
41,1,2041,10,4,19,472.74
40,1,4723,8,7,27,579.5
25,1,2186,3,3,21,284.69
64,1,1771,5,4,19,404.88
54,1,1929,4,2,46,516.53
20,1,2755,1,0,37,476.11
68,0,4714,5,5,15,486.86
50,0,3381,10,8,1,333.6
45,0,4513,7,2,24,387.09
64,0,2332,1,1,26,411.97
25,1,4639,4,3,2,539.36
51,1,4311,6,5,22,516.42
52,1,2346,9,5,31,498.9
49,0,3398,8,2,16,340.51
41,0,2312,2,1,39,338.54
31,0,3140,3,0,19,335.71
49,1,3858,10,2,29,507.31
63,0,2781,5,5,58,485.77
60,1,2630,7,6,27,577.0
33,0,3627,3,1,46,508.15
21,1,1788,7,0,44,405.09
69,0,4972,5,2,52,645.5
54,1,3186,10,1,22,457.56
38,0,4845,6,4,18,470.82
31,0,2917,6,0,56,507.92
48,1,2679,4,4,24,493.35
65,1,4066,8,3,23,593.06
35,0,2422,9,5,0,341.38
24,1,4048,2,0,27,393.56
27,0,2606,9,8,28,375.63
24,1,4996,4,4,43,620.86
50,0,4889,6,4,49,590.5
40,1,2642,7,7,49,546.2
38,0,2589,4,3,34,429.21
36,0,3507,8,1,49,547.39
65,0,3084,10,2,16,448.0
36,1,4484,8,2,10,406.57
53,0,3340,1,0,36,476.16
46,1,4890,8,5,53,713.64
35,1,4590,10,6,6,440.38
19,1,1584,3,2,25,271.4
18,0,3965,5,3,22,327.09
64,1,4613,10,6,17,586.98
22,1,3857,8,2,28,405.21
37,1,1705,6,0,38,310.4
28,0,1963,4,2,49,417.56
59,1,2882,4,4,33,589.86
19,1,4309,4,2,59,478.71
20,1,2451,6,6,37,443.13
40,1,3074,7,2,53,602.46
29,0,2296,5,0,7,116.63
37,0,2784,10,3,20,332.53
22,1,4463,8,4,20,400.18
54,1,2638,7,2,57,544.54
55,1,1545,8,0,48,457.13
47,1,2182,4,3,35,401.94
26,0,3967,8,3,16,300.03
51,0,2501,6,6,57,569.09
61,0,1891,3,0,15,402.91
52,0,2274,8,6,52,575.59
69,1,1870,7,6,14,462.03
39,1,4825,10,3,14,509.11
61,0,2037,5,4,39,423.97
41,0,1570,4,1,16,266.04
34,1,3620,1,0,50,603.88
27,1,2689,10,5,0,329.87
47,1,3419,3,0,12,384.68
63,1,3332,2,1,37,563.6
40,1,2351,8,1,9,425.69
49,0,2984,8,3,32,479.17
34,0,3614,5,4,25,397.94
67,1,3945,5,3,11,462.55
68,1,1843,4,2,18,335.44
34,0,2462,1,0,14,378.45
31,1,2415,1,1,52,582.94
26,0,4495,6,3,4,330.91
57,0,3526,4,2,1,424.34
19,0,4001,4,4,50,559.67
62,0,3555,3,3,13,375.21
42,1,1626,9,0,28,400.62
56,1,3653,3,2,40,584.58
26,0,3082,8,0,0,247.99
39,1,2725,2,1,12,265.8
60,1,2296,4,4,48,524.28
63,1,3498,1,0,59,720.32
21,1,3299,5,3,31,526.61
43,0,2350,2,0,33,439.26
46,1,2350,1,1,55,655.43
62,0,1617,1,1,53,508.72
51,0,2353,2,2,13,330.0
40,1,1966,5,3,51,467.64
54,0,3943,9,2,54,566.12
28,1,4820,6,5,37,482.59
23,1,2931,4,1,56,516.48
35,0,2182,3,1,37,271.17
38,1,1660,8,0,49,508.05
59,0,2509,3,2,50,532.87
53,0,1784,1,1,40,303.89
58,1,3266,4,4,14,429.81
55,1,4338,5,4,38,705.28
51,1,2246,5,5,5,333.02
34,0,4330,5,0,28,374.58
54,1,2113,8,0,36,354.37
42,0,3597,8,0,18,266.07
55,0,4407,4,2,51,632.13
29,1,3916,9,4,0,322.11
40,1,4273,1,1,20,436.1
59,1,4282,5,2,38,570.61
39,0,2353,5,5,17,323.64
38,1,3903,5,2,26,409.79
44,0,3812,8,7,27,499.41
48,1,2407,9,3,7,260.21
23,1,2205,3,1,30,328.46
44,0,3870,9,8,11,467.04
57,0,2089,8,7,41,512.26
51,1,3225,3,2,5,392.53
29,1,2973,2,1,25,499.17
62,1,1864,4,2,15,359.22
24,1,3878,2,1,29,447.97
27,1,3909,4,4,18,416.23
62,0,4454,5,3,17,439.53
34,0,2550,2,0,23,259.97
43,0,1462,8,8,44,463.3
38,0,2804,1,1,19,338.95
45,1,2950,3,1,6,348.04
63,0,1621,7,7,6,310.27
19,0,2299,10,6,15,334.26
60,0,4457,1,1,57,639.32
18,1,3338,2,2,56,532.43
68,0,4452,3,3,41,547.25
53,1,2261,2,1,46,431.6
68,0,3289,2,2,13,458.47
43,1,2038,6,1,55,487.95
46,0,4138,7,5,11,357.62
38,1,2870,6,6,28,448.62
28,0,4236,6,1,14,333.88
57,1,2662,9,0,7,414.03
28,1,2074,8,5,38,433.29
53,0,1679,8,3,57,636.62
66,1,3575,6,6,52,683.93
56,1,3035,5,0,8,456.6
57,0,3265,9,8,45,626.95
52,0,2165,2,1,27,375.3
51,1,4843,7,7,26,673.04
64,0,2764,6,5,6,402.31
41,0,3280,7,1,43,502.73
39,0,2475,4,4,13,422.63
22,1,1593,9,4,10,238.73
50,1,2925,7,4,31,441.5
53,1,4692,2,2,50,626.79
64,1,2314,4,1,27,526.31
37,1,4756,5,2,5,479.34
36,1,2554,2,2,34,413.44
52,1,4865,10,9,5,394.52
69,0,4405,8,1,23,472.96
60,1,3717,1,1,8,355.19
34,1,2918,3,0,1,244.2
62,0,3968,1,1,37,464.68
60,0,3551,5,4,13,322.07
51,0,3414,8,1,50,626.86
26,1,2596,7,2,30,367.62
43,0,1560,9,6,29,439.63
19,1,3576,2,2,54,545.73
26,1,3917,8,8,26,451.31
26,1,4024,8,8,35,583.65
57,0,4273,6,5,45,583.1
34,0,3504,3,2,30,402.84
18,1,3212,2,0,52,513.85
42,1,3433,8,2,41,490.04
60,1,4233,6,0,5,325.59
57,0,3254,4,4,42,524.14
59,1,3448,5,1,44,618.6
42,0,3693,5,3,55,528.57
56,1,2810,9,7,17,465.2
52,0,2982,9,0,51,583.38
20,1,3285,8,5,13,364.76
67,0,3384,8,6,58,657.5
54,0,3656,2,1,19,398.56
61,0,3484,3,2,53,547.08
61,0,3854,8,7,51,590.03
68,0,2125,5,3,10,272.79
47,0,3220,7,3,52,563.41
55,1,4519,8,1,36,613.84
51,1,4957,6,5,39,685.1
29,1,1634,5,0,3,185.77
36,1,2275,8,3,43,535.42
54,0,1941,1,0,5,245.42
61,1,2623,1,1,22,426.69
66,0,2837,1,0,55,381.88
34,0,3716,3,3,56,522.93
27,0,2065,10,5,57,416.2
66,1,2571,6,0,7,376.9
64,0,3254,6,6,29,500.45
29,1,4050,5,3,35,461.9
33,1,1855,7,0,51,478.97
41,1,3877,5,5,41,509.68
36,1,4775,2,0,10,358.56
25,1,1985,4,4,46,433.74
48,0,3588,1,0,4,322.41
38,0,2422,7,5,2,327.07
34,1,1752,4,4,14,286.3
40,0,4269,4,1,1,374.57
54,1,2692,4,1,1,309.97
33,0,4451,3,0,56,580.36
23,0,1511,8,7,7,223.36
25,0,3498,4,2,53,500.03
42,0,3722,8,0,45,517.07
35,0,1561,9,4,29,370.07
42,0,3068,1,0,40,393.17
29,0,4149,4,4,4,315.98
32,0,4272,6,1,29,516.06
43,0,2765,8,7,43,518.11
58,0,2555,6,5,9,353.08
62,0,3019,6,6,32,553.31
43,0,3678,10,10,23,459.84
64,0,4365,4,0,18,434.55
49,1,3249,9,7,29,566.29
27,0,4606,7,7,24,536.25
33,0,1655,6,2,10,100.49
24,0,4345,1,0,48,468.42
34,0,1998,2,1,34,297.98
40,0,3977,6,6,0,332.66
43,0,4504,1,1,16,355.07
38,1,3649,5,3,30,521.66
39,1,4708,1,1,5,407.02
24,1,4374,3,0,12,421.16
31,0,4074,7,5,51,618.35
32,0,2267,5,1,25,346.3
24,0,3925,10,8,35,482.46
